qid,strategy,metric,rule,backtrack,informed,seed,target_step,oracle_step,targeted_oracle_match,success,em,f1,final_answer,terminated_reason,recovery_gen_tokens,recovery_tool_calls,recovery_latency_s,recovery_prompt_tokens,recovery_model_requests,n_prefix_steps,total_gen_tokens,original_gen_tokens,budget,step_budget_mode,new_step_allowance,execution_id,prompt_sha256,model_name,dataset,run_id,multiplier,manifest_sha256,selection_gen_tokens,selection_prompt_tokens,selection_model_requests,incremental_gen_tokens,incremental_prompt_tokens,incremental_model_requests,selection_latency_s,diagnosis_input_sha256,diagnosis_fallback,diagnosis_fallback_reason
5a7ca55b55429907fabeefe0,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,0,0,,,0,0.0,0.0,,budget,55,1,1.6244349479675293,533,2,0,55,111,55,new,8,b29700b101ad1455cfe91fa2446435f2332b5bf8c52abd7f338a527a3ca12ce6,794c25a51c66f1bdd1aa84123c3781eaddd0e0901bed5fa36255fedd96f68451,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,55,533,2,,,,
5a7ca55b55429907fabeefe0,diagnosis_replay,,,0,False,0,0,,,0,0.0,0.0,,budget,55,1,1.6244349479675293,533,2,0,55,111,55,new,8,b29700b101ad1455cfe91fa2446435f2332b5bf8c52abd7f338a527a3ca12ce6,794c25a51c66f1bdd1aa84123c3781eaddd0e0901bed5fa36255fedd96f68451,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,33,583,1,88,1116,3,0.5728974849999986,58fac8ddc06fd0026766a307ace503e00571a50110b3432621cff3026c5213ee,False,
5a84aca95542992a431d1a89,full_restart,,,0,False,0,0,,,0,0.0,0.0,,budget,247,5,3.938847780227661,2965,5,0,247,494,247,new,8,65c55306d4dcc37318caf642c983a450f9b9b440262a234a98db9271c1b90e32,ea0f6b7e40cf3a31451025ce7a0727412b7694f3e6ad6f6f34cc5146bf4c0392,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,247,2965,5,,,,
5a84aca95542992a431d1a89,diagnosis_replay,,,0,False,0,0,,,0,0.0,0.0,,budget,247,5,3.938847780227661,2965,5,0,247,494,247,new,8,65c55306d4dcc37318caf642c983a450f9b9b440262a234a98db9271c1b90e32,ea0f6b7e40cf3a31451025ce7a0727412b7694f3e6ad6f6f34cc5146bf4c0392,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,55,1766,1,302,4731,6,1.128302774999952,5913ba497d79690ca756fa2cfbb3da45a8b7eaf9312206fa9df9f413dec4e4f3,False,
5a84aca95542992a431d1a89,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,0,5,,,0,0.0,0.0,,budget,247,3,4.172090291976929,5497,4,5,557,494,247,new,8,ed8a810a62d050deeea7164d197760ba5a3aa624eb16391085d9372beb62db62,ed0769c8e2e57e97180f60806a7e23237bb00356affd31a0c9516d749306f9df,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,247,5497,4,,,,
5a8719fa55429960ec39b742,full_restart,,,0,False,0,0,,,0,0.0,0.0,,budget,160,4,4.172090291976929,1527,4,0,160,321,160,new,8,d1c93961b32abfd13a744b537973c52e5ec97fc73b5bffe772c03adba01d65f5,aa36cea558de1d08de9ca1b015b096a2b110efa88353be0c260ea12f821a7e4c,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,160,1527,4,,,,
5a8719fa55429960ec39b742,diagnosis_replay,,,0,False,0,0,,,0,0.0,0.0,,budget,160,4,4.172090291976929,1527,4,0,160,321,160,new,8,d1c93961b32abfd13a744b537973c52e5ec97fc73b5bffe772c03adba01d65f5,aa36cea558de1d08de9ca1b015b096a2b110efa88353be0c260ea12f821a7e4c,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,37,1573,1,197,3100,5,0.8206351709999353,463be5c2126a88dd65acc24fb94d7ff581eeba1f85ea28474697ad7892896143,False,
5a8719fa55429960ec39b742,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,0,3,,,0,0.0,0.0,,budget,160,3,3.291323184967041,3584,4,3,285,321,160,new,8,f008a4138c0bf909ff6e88bcbb1b550c118337f56d3ebbf9ff163bc94242fc1e,992d9ed3ac5b96d3a971479d032f94e03690095be2bbac300fc36443db01b286,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,160,3584,4,,,,
5a8b84875542995d1e6f13d7,full_restart,,,0,False,0,0,,,0,0.0,0.0,,budget,174,3,3.291323184967041,1752,4,0,174,349,174,new,8,e951ff6f4299650de028bfe9acfe526375bb65962bdf1d25daff63e7832c6e02,0de7ed675c2c5c20fae979dee1d2a0bfea8affcc42bc7c86b85b7420d24518d1,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,174,1752,4,,,,
5a8b84875542995d1e6f13d7,diagnosis_replay,,,0,False,0,2,,,0,0.0,0.0,,budget,174,4,3.1184091567993164,3170,4,2,259,349,174,new,8,ce5f3b694c1cbf1418e5626a00a176a266a2cbe66523ada7d0354296371da37c,c80a481d70c59e326f298c51f7b90c47920d69f4877a7c821249707ee86bd8bb,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,42,1571,1,216,4741,5,0.8955551900000955,a6e8785c90c3121a0b89ef213f1595745d0ce05f64a6c231b8ecc2126bb04502,False,
5a8b84875542995d1e6f13d7,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,0,5,,,1,1.0,1.0,Brittany Snow,finished,158,3,3.1184091567993164,5294,4,5,376,349,174,new,8,e4ef7be471d108dabe3c25539dd7c07c1c59315ed4f4f6e5adee1bd09f00614c,aa12d222a7c8d2e1add0877c309ab4348feb8aacf238ba786a9d53a48a14eb6f,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,158,5294,4,,,,
5a8d7e1055429941ae14dfd8,full_restart,,,0,False,0,0,,,0,0.0,0.0,,budget,190,4,3.579115629196167,2147,5,0,190,380,190,new,8,3fa6f51b0b77932ca3b1e3e209bc9be6af1744c2805fcdd926e1c03d52e0f44f,03be7d94ef0a974e9feeb737b94b70b1f4560f08a4b3e13ac395f04306476fdc,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,190,2147,5,,,,
5a8d7e1055429941ae14dfd8,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,0,0,,,0,0.0,0.0,,budget,190,4,3.579115629196167,2147,5,0,190,380,190,new,8,3fa6f51b0b77932ca3b1e3e209bc9be6af1744c2805fcdd926e1c03d52e0f44f,03be7d94ef0a974e9feeb737b94b70b1f4560f08a4b3e13ac395f04306476fdc,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,190,2147,5,,,,
5a8d7e1055429941ae14dfd8,diagnosis_replay,,,0,False,0,2,,,0,0.0,0.0,,budget,190,4,3.579115629196167,3448,5,2,271,380,190,new,8,8753fcd78e09791d8b4cce3f6dcf2af566d71da8b4508fd410947d4759eec997,22a9cc536763894ff6ef5c6ef7c5704885443c362e9855bb93bdae5b4a17127b,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,29,1327,1,219,4775,6,0.6545884739999792,ba6726d783bfe44c2ef741012d96d45f1a150f958e03d72fbd873af1ad148e80,False,
5a9058e655429916514e747e,full_restart,,,0,False,0,0,,,0,0.0,0.0,,budget,63,1,1.12105131149292,451,2,0,63,127,63,new,8,edfcb610fcc52969f23ab1701fafe51da12f0cec44a4f65bb0173885bf687afb,5564078c8fdd37898f55a659fce66d8944bf7eb266d3e628de3199dbad6198a8,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,63,451,2,,,,
5a9058e655429916514e747e,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,0,0,,,0,0.0,0.0,,budget,63,1,1.12105131149292,451,2,0,63,127,63,new,8,edfcb610fcc52969f23ab1701fafe51da12f0cec44a4f65bb0173885bf687afb,5564078c8fdd37898f55a659fce66d8944bf7eb266d3e628de3199dbad6198a8,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,63,451,2,,,,
5a9058e655429916514e747e,diagnosis_replay,,,0,False,0,2,,,0,0.0,0.33333333333333337,Humberside,finished,47,0,0.7760670185089111,401,1,2,138,127,63,new,8,000cbca116b1dfb3b7c4b8709a0ae3f2486d133b40c511672f5a8bc3430821de,352289e9a4bce57245b983181eb43d9bd3c0e168ae0eb940e711ddba80880b65,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,39,527,1,86,928,2,0.6468288240000675,be35b42e4c9b59d0b6815eb87b2c02b70d7363b10cfc5de4935b79dc6456c660,False,
5ab1ea0a554299340b52542a,full_restart,,,0,False,0,0,,,0,0.0,0.0,,budget,41,1,2.488416910171509,437,2,0,41,82,41,new,8,b36ae01dd8659bce727a80c4f61ae9268e4015c20569e245414d2ae5198d3917,8a58e3f6d52fa3df038d91ea615e075a1c62e0445fe087f7c1ec217d378d33bd,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,41,437,2,,,,
5ab1ea0a554299340b52542a,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,0,0,,,0,0.0,0.0,,budget,41,1,2.488416910171509,437,2,0,41,82,41,new,8,b36ae01dd8659bce727a80c4f61ae9268e4015c20569e245414d2ae5198d3917,8a58e3f6d52fa3df038d91ea615e075a1c62e0445fe087f7c1ec217d378d33bd,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,41,437,2,,,,
5ab1ea0a554299340b52542a,diagnosis_replay,,,0,False,0,0,,,0,0.0,0.0,,budget,41,1,2.488416910171509,437,2,0,41,82,41,new,8,b36ae01dd8659bce727a80c4f61ae9268e4015c20569e245414d2ae5198d3917,8a58e3f6d52fa3df038d91ea615e075a1c62e0445fe087f7c1ec217d378d33bd,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,36,399,1,77,836,3,0.5794031369999857,660e4360c68296c19cfdda6ad837dafbe4d832df46a989b25936758d9126a0aa,False,
5ab27389554299722f9b4d2f,full_restart,,,0,False,0,0,,,0,0.0,0.0,,budget,267,3,4.186746835708618,2059,4,0,267,534,267,new,8,f3f0ba3f1cc682020c1c1612544b093a66ed704067e940fc77c26bb0fd54e62e,ed851abaab3b6ad9ac159c501dec47aef93fbcf76c3804c37f49eea17b4af9ea,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,267,2059,4,,,,
5ab27389554299722f9b4d2f,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,0,0,,,0,0.0,0.0,,budget,267,3,4.186746835708618,2059,4,0,267,534,267,new,8,f3f0ba3f1cc682020c1c1612544b093a66ed704067e940fc77c26bb0fd54e62e,ed851abaab3b6ad9ac159c501dec47aef93fbcf76c3804c37f49eea17b4af9ea,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,267,2059,4,,,,
5ab27389554299722f9b4d2f,diagnosis_replay,,,0,False,0,0,,,0,0.0,0.0,,budget,267,3,4.186746835708618,2059,4,0,267,534,267,new,8,f3f0ba3f1cc682020c1c1612544b093a66ed704067e940fc77c26bb0fd54e62e,ed851abaab3b6ad9ac159c501dec47aef93fbcf76c3804c37f49eea17b4af9ea,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,33,1900,1,300,3959,5,0.8262744829999065,c3da49acbd946f23a9f3aa26c016eadb55b79b363a208f36fc0fca95bab1863c,False,
5ab4da5b55429942dd415f96,full_restart,,,0,False,0,0,,,0,0.0,0.0,,budget,75,1,1.3035094738006592,444,2,0,75,150,75,new,8,a50f0342c5819f4d09d131e2ed645616c888438db9dfa904ca47a06218791a07,31f16b4de86fac8c3141ae2536b2d7e5c8dd1cb52df1ffe7893d4e7c9f831d48,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,75,444,2,,,,
5ab4da5b55429942dd415f96,unc__perplexity__argmax__bt2,perplexity,argmax,2,False,0,0,,,0,0.0,0.0,,budget,75,1,1.3035094738006592,444,2,0,75,150,75,new,8,a50f0342c5819f4d09d131e2ed645616c888438db9dfa904ca47a06218791a07,31f16b4de86fac8c3141ae2536b2d7e5c8dd1cb52df1ffe7893d4e7c9f831d48,/workspace/agent-repair-iclr2027/huggingface/hub/models--Qwen--Qwen2.5-32B-Instruct-AWQ/snapshots/5c7cb76a268fc6cfbb9c4777eb24ba6e27f9ee6c,hotpotqa,aws119-diagnosis250-20260914-v2-b01,0.5,e6e8ecc18a9f581c82fc107d13554231e77c1ffae9a880a189b5520d6ef99bb3,0,0,0,75,444,2,,,,
