model_key,dataset,qid,seed,strategy,origin,n_steps,normalized_origin,execution_id,budget,prompt_sha256
mistral12b,2wikimultihopqa,085a12820bde11eba7f7acde48001122,2,unc__perplexity__argmax__bt2,5,8,0.7142857142857143,c302a21b3cb412959187de2460a14c8161891fb3d89cffcda915e109adc5827f,295,288fba6f23852ac40a0ad2d64930c02631ef29af84ee7f4f981d595c55ed7463
mistral12b,2wikimultihopqa,0878d86308e511ebbda4ac1f6bf848b6,0,position_matched_random,0,5,0.0,74440c5382894c57bdc2af132b6fc38a6e62dc0f33a46ca0d436155bc0cf5811,193,9a7ae653b265afc3748c736bdb7af7614c10d6c2600bb4756169572853fc884d
mistral12b,2wikimultihopqa,0878d86308e511ebbda4ac1f6bf848b6,0,unc__perplexity__argmax__bt2,0,5,0.0,74440c5382894c57bdc2af132b6fc38a6e62dc0f33a46ca0d436155bc0cf5811,193,9a7ae653b265afc3748c736bdb7af7614c10d6c2600bb4756169572853fc884d
mistral12b,2wikimultihopqa,0878d86308e511ebbda4ac1f6bf848b6,1,position_matched_random,2,5,0.5,5d351b97b570b903690547af15070d24d04362df621d2115436ab7b0bc4c56db,193,2fd99d473a5b38595fd113d25089f8d616b1bcba2a98a5cbde0001eab3725084
mistral12b,2wikimultihopqa,0878d86308e511ebbda4ac1f6bf848b6,1,unc__perplexity__argmax__bt2,0,5,0.0,b15450cafe53a860e373660372b4ab61e6cb60df95571347c0e5493a818e8901,193,9a7ae653b265afc3748c736bdb7af7614c10d6c2600bb4756169572853fc884d
mistral12b,2wikimultihopqa,0878d86308e511ebbda4ac1f6bf848b6,2,position_matched_random,0,5,0.0,f86a1df9da74048b02af3b39256156068668e5d63a57bdcc399ca82e77cde3ae,193,9a7ae653b265afc3748c736bdb7af7614c10d6c2600bb4756169572853fc884d
mistral12b,2wikimultihopqa,0878d86308e511ebbda4ac1f6bf848b6,2,unc__perplexity__argmax__bt2,0,5,0.0,f86a1df9da74048b02af3b39256156068668e5d63a57bdcc399ca82e77cde3ae,193,9a7ae653b265afc3748c736bdb7af7614c10d6c2600bb4756169572853fc884d
mistral12b,2wikimultihopqa,09f56d900bdd11eba7f7acde48001122,0,position_matched_random,1,4,0.3333333333333333,7cb45695c387cc08ad79c7db89ed1b89fba938dbe30e84864af49660d5fc4281,143,bd9db61a2449ddc5391f290cc2ba52ebf899536bdd726909b79cc66ada6285f4
mistral12b,2wikimultihopqa,09f56d900bdd11eba7f7acde48001122,0,unc__perplexity__argmax__bt2,1,4,0.3333333333333333,7cb45695c387cc08ad79c7db89ed1b89fba938dbe30e84864af49660d5fc4281,143,bd9db61a2449ddc5391f290cc2ba52ebf899536bdd726909b79cc66ada6285f4
mistral12b,2wikimultihopqa,09f56d900bdd11eba7f7acde48001122,1,position_matched_random,0,4,0.0,3154a988283d74f7085f489bed8ae33e6ee364c77ff6e07b9e83e033c19dfb5f,143,40f1cefb4c3943612cbd70fc5946171e54192ec737d5d5b873252d8ba8aa0f13
mistral12b,2wikimultihopqa,09f56d900bdd11eba7f7acde48001122,1,unc__perplexity__argmax__bt2,1,4,0.3333333333333333,2b3061e796a07a3c81f1d0aac61d9121e8389c8d301974911bdeedd261ca11be,143,bd9db61a2449ddc5391f290cc2ba52ebf899536bdd726909b79cc66ada6285f4
mistral12b,2wikimultihopqa,09f56d900bdd11eba7f7acde48001122,2,position_matched_random,0,4,0.0,623b87bead35b1b43a5e94786aeffb8cd6b334fd8e85342514e1078945bd9e55,143,40f1cefb4c3943612cbd70fc5946171e54192ec737d5d5b873252d8ba8aa0f13
mistral12b,2wikimultihopqa,09f56d900bdd11eba7f7acde48001122,2,unc__perplexity__argmax__bt2,1,4,0.3333333333333333,8a5d4fc2a42b42d4097d8f8fb19576551b0c56bc248a4ce10c5451422e12b7f6,143,bd9db61a2449ddc5391f290cc2ba52ebf899536bdd726909b79cc66ada6285f4
mistral12b,2wikimultihopqa,10499c7508af11ebbd83ac1f6bf848b6,0,position_matched_random,1,7,0.16666666666666666,9dff5f770bcca2cc5b5ab9c0d11d3e4896d14f7253cce517fd4e71efe1e81538,251,ebff9816e34236bb1ad0195aec23ec796a653cf71c1354860a762091b0c7d3ba
mistral12b,2wikimultihopqa,10499c7508af11ebbd83ac1f6bf848b6,0,unc__perplexity__argmax__bt2,1,7,0.16666666666666666,9dff5f770bcca2cc5b5ab9c0d11d3e4896d14f7253cce517fd4e71efe1e81538,251,ebff9816e34236bb1ad0195aec23ec796a653cf71c1354860a762091b0c7d3ba
mistral12b,2wikimultihopqa,10499c7508af11ebbd83ac1f6bf848b6,1,position_matched_random,2,7,0.3333333333333333,9d4b74e6334f82045532133aede9d847becd5b70c949a82bf9eb24d6f0fab773,251,33182ba07b66b16dea3b7c207060c5d85e637ed82c82354aabdb97d2ef68e182
mistral12b,2wikimultihopqa,10499c7508af11ebbd83ac1f6bf848b6,1,unc__perplexity__argmax__bt2,1,7,0.16666666666666666,fb6eca2f8d5e9aa21edb99e97c2ac0ea8b778a3bfda6532d7fbc56e0f74e629c,251,ebff9816e34236bb1ad0195aec23ec796a653cf71c1354860a762091b0c7d3ba
mistral12b,2wikimultihopqa,10499c7508af11ebbd83ac1f6bf848b6,2,position_matched_random,0,7,0.0,b5b7e84aa25e2f4f0b0c868da5dea833d476a18143de10828e30cf04c9c12c50,251,2e7a934fcfb30de47ec1b421d5831a7d76977d1a5d49491034cd663ef9894502
mistral12b,2wikimultihopqa,10499c7508af11ebbd83ac1f6bf848b6,2,unc__perplexity__argmax__bt2,1,7,0.16666666666666666,cea48905a116b739bcb947eb520995717d1e36e5b661d5dfccf214d95ed80153,251,ebff9816e34236bb1ad0195aec23ec796a653cf71c1354860a762091b0c7d3ba
mistral12b,2wikimultihopqa,10f2235a085d11ebbd5cac1f6bf848b6,0,position_matched_random,0,8,0.0,6b1e1c12d6de1063b58a0429a6b8d0cc01f599a804b141f11bd407c85f8ea449,260,91970c9c04df91e7f966fbb8791a8bd4e7975f139cec1a6c32842997e4a71803
mistral12b,2wikimultihopqa,10f2235a085d11ebbd5cac1f6bf848b6,0,unc__perplexity__argmax__bt2,1,8,0.14285714285714285,7684c05476bb70d7e19595f0066253d21e9fe6a5ce589fcfffdd034157bc65c2,260,b5d4aa3ce7869dd1b0dbf8e7d69285df7498fcb6518306f6d74f0eece10d2b6c
mistral12b,2wikimultihopqa,10f2235a085d11ebbd5cac1f6bf848b6,1,position_matched_random,1,8,0.14285714285714285,46fc3150127e3153238c7e984d5c4ff8cf23b817d18ee42cc32e93f2f4c2f778,260,b5d4aa3ce7869dd1b0dbf8e7d69285df7498fcb6518306f6d74f0eece10d2b6c
mistral12b,2wikimultihopqa,10f2235a085d11ebbd5cac1f6bf848b6,1,unc__perplexity__argmax__bt2,1,8,0.14285714285714285,46fc3150127e3153238c7e984d5c4ff8cf23b817d18ee42cc32e93f2f4c2f778,260,b5d4aa3ce7869dd1b0dbf8e7d69285df7498fcb6518306f6d74f0eece10d2b6c
mistral12b,2wikimultihopqa,10f2235a085d11ebbd5cac1f6bf848b6,2,position_matched_random,3,8,0.42857142857142855,62adc489f1a46aac204405450e909d5c4936492383d5f268584cd94ec761af21,260,813e19e8adf481227703a58e934f75cc427dc0fab9bb8108f3d9ab0f0050dda6
mistral12b,2wikimultihopqa,10f2235a085d11ebbd5cac1f6bf848b6,2,unc__perplexity__argmax__bt2,1,8,0.14285714285714285,dd4fa05f961761ecc3827eef32b7a403fa235a49da5dd888e7433e4704c391af,260,b5d4aa3ce7869dd1b0dbf8e7d69285df7498fcb6518306f6d74f0eece10d2b6c
mistral12b,2wikimultihopqa,12a7133408af11ebbd83ac1f6bf848b6,0,position_matched_random,0,8,0.0,373f00198a30c47ed68131343f04beda35010436f402a9cf792d447f6c23eb13,294,d0808553e509b8546bc9c523ef240e0723a093783abf34482ed05cc8e297721a
mistral12b,2wikimultihopqa,12a7133408af11ebbd83ac1f6bf848b6,0,unc__perplexity__argmax__bt2,1,8,0.14285714285714285,addd05f2f2a3ad5fa005e56fe7022bd07868a11c1de0d2de0236ebd583919c9f,294,d33e6c7454492d0979a03ae0ada4d725181631bf4c2cd2d9ec04a99181606f1e
mistral12b,2wikimultihopqa,12a7133408af11ebbd83ac1f6bf848b6,1,position_matched_random,3,8,0.42857142857142855,53c53cf4182a86cb748c97eeadd83515512f2f2eb150b5998d17f1c5117531d8,294,9780b080f6a3922b6ba4e2f0fd055060a50c8d4660c6b5d4ffb22ca421def1ed
mistral12b,2wikimultihopqa,12a7133408af11ebbd83ac1f6bf848b6,1,unc__perplexity__argmax__bt2,1,8,0.14285714285714285,559b8c229de88e197b48d56014e29d59fef1d12944149be62a02aa3316f3db1d,294,d33e6c7454492d0979a03ae0ada4d725181631bf4c2cd2d9ec04a99181606f1e
mistral12b,2wikimultihopqa,12a7133408af11ebbd83ac1f6bf848b6,2,position_matched_random,2,8,0.2857142857142857,cea8cdfb6e942bc8a495e9fe776178ca36bf0dd213b2ddc7678ebcbc0436b3b3,294,9d108bc20e014fa1270fed6e83b005bd73a1d144325a53260244f324acbe96b2
mistral12b,2wikimultihopqa,12a7133408af11ebbd83ac1f6bf848b6,2,unc__perplexity__argmax__bt2,1,8,0.14285714285714285,ec81cbefbdc06f3bc26f70215174699549a617f97c394f67fe86bcbec05b7ca3,294,d33e6c7454492d0979a03ae0ada4d725181631bf4c2cd2d9ec04a99181606f1e
mistral12b,2wikimultihopqa,140b2d380bb011ebab90acde48001122,0,position_matched_random,2,4,0.6666666666666666,a45ef13abc3d4d19b77170c4e356ad846029234ef2c38dac0be8e1ca87bfe42f,154,9dc30206f7929fe80d12ad8065a711c0440b96c4ff79861a9616d83d4f995bd7
mistral12b,2wikimultihopqa,140b2d380bb011ebab90acde48001122,0,unc__perplexity__argmax__bt2,0,4,0.0,d39d452cf4f4247e2d3bf6d342b764d44db76c47c6fb7a0f627c21a1b110cc8b,154,00eeb5fc0a785acb39bb77d62942bce3d28797256ad48b588c90966735694edd
mistral12b,2wikimultihopqa,140b2d380bb011ebab90acde48001122,1,position_matched_random,1,4,0.3333333333333333,4eada124b965bb621c4c8a32d2256d85260615c30a990c6fba9f836b0ef82585,154,36b7f8424a3b7c3157da29100efa7c1f9b4a1c0fc97be7ef9bd842ae77ba6e8e
mistral12b,2wikimultihopqa,140b2d380bb011ebab90acde48001122,1,unc__perplexity__argmax__bt2,0,4,0.0,66ac3a673b52c6ad5d9c8320dd2c75c0659b77d02c94ad58d206ea0ef39d21c1,154,00eeb5fc0a785acb39bb77d62942bce3d28797256ad48b588c90966735694edd
mistral12b,2wikimultihopqa,140b2d380bb011ebab90acde48001122,2,position_matched_random,0,4,0.0,8f5a93f34a1ab1ab0f63c5c46306999311c89bddb2b38cb44d401d269953a645,154,00eeb5fc0a785acb39bb77d62942bce3d28797256ad48b588c90966735694edd
mistral12b,2wikimultihopqa,140b2d380bb011ebab90acde48001122,2,unc__perplexity__argmax__bt2,0,4,0.0,8f5a93f34a1ab1ab0f63c5c46306999311c89bddb2b38cb44d401d269953a645,154,00eeb5fc0a785acb39bb77d62942bce3d28797256ad48b588c90966735694edd
mistral12b,2wikimultihopqa,19e6c50508d711ebbd99ac1f6bf848b6,0,position_matched_random,1,8,0.14285714285714285,3e958e6b8fa5593884f7c5694466aa4e426a649a54003852fff08623ef5afd69,210,fe47ff001c12399db6e3c13ce10b827bd5c4270905d6634fab28536efd464249
mistral12b,2wikimultihopqa,19e6c50508d711ebbd99ac1f6bf848b6,0,unc__perplexity__argmax__bt2,0,8,0.0,05bfdfbf10c5e2497fc1c4b4e25f287d0a3d92e2648ed8bcdb6651374a2d8cc0,210,d877575abf6c9a4577f15395d1e533a8d44ad977ac2325dcf3cae4aa2525fdd1
mistral12b,2wikimultihopqa,19e6c50508d711ebbd99ac1f6bf848b6,1,position_matched_random,4,8,0.5714285714285714,03bd5b0a32e83e573accf4ed54e9bea91a43f5e4cfcb4cb9b68d4447ac958c0f,210,fb699e8f18dcc68099ca5c0f4cabba0e143cf7ccfa0e465b3552d09f62588857
mistral12b,2wikimultihopqa,19e6c50508d711ebbd99ac1f6bf848b6,1,unc__perplexity__argmax__bt2,0,8,0.0,8cf50592ce2853e4bc4699d2b7c27173eb55c43b1a5e1a061c0d02d5048c8392,210,d877575abf6c9a4577f15395d1e533a8d44ad977ac2325dcf3cae4aa2525fdd1
mistral12b,2wikimultihopqa,19e6c50508d711ebbd99ac1f6bf848b6,2,position_matched_random,0,8,0.0,3a694dff85f37b33650b57431c63508e937a0d4333309a4fedc66776cbe9d08d,210,d877575abf6c9a4577f15395d1e533a8d44ad977ac2325dcf3cae4aa2525fdd1
mistral12b,2wikimultihopqa,19e6c50508d711ebbd99ac1f6bf848b6,2,unc__perplexity__argmax__bt2,0,8,0.0,3a694dff85f37b33650b57431c63508e937a0d4333309a4fedc66776cbe9d08d,210,d877575abf6c9a4577f15395d1e533a8d44ad977ac2325dcf3cae4aa2525fdd1
mistral12b,2wikimultihopqa,20701b460bde11eba7f7acde48001122,0,position_matched_random,0,4,0.0,21a47c4ac6c4c54878de8c44042d00f70713caa69ab4a3eb9adb4417df4f354d,128,37e48b3c7bf3c49d175400307da1c91ebb9e05bfb33383c2164465d9c348ee55
mistral12b,2wikimultihopqa,20701b460bde11eba7f7acde48001122,0,unc__perplexity__argmax__bt2,0,4,0.0,21a47c4ac6c4c54878de8c44042d00f70713caa69ab4a3eb9adb4417df4f354d,128,37e48b3c7bf3c49d175400307da1c91ebb9e05bfb33383c2164465d9c348ee55
mistral12b,2wikimultihopqa,20701b460bde11eba7f7acde48001122,1,position_matched_random,1,4,0.3333333333333333,f29f30c4fbc363de926ea760429fa94a9c51582c4f4318cd2ff5a480955fdf4f,128,6f6747e3e9a465ff8d2e4881d080260f37c191ab8ccc234a9b97225eeae77c05
mistral12b,2wikimultihopqa,20701b460bde11eba7f7acde48001122,1,unc__perplexity__argmax__bt2,0,4,0.0,c3aa3f8b2ccca0ed80e4f893bc0584ac5f2a083f843f9a411ccc920f5f5743ed,128,37e48b3c7bf3c49d175400307da1c91ebb9e05bfb33383c2164465d9c348ee55
mistral12b,2wikimultihopqa,20701b460bde11eba7f7acde48001122,2,position_matched_random,1,4,0.3333333333333333,5192ef5361c6d25c030460aae7e1db62972869fa0556a1792a543230c5f66e9d,128,6f6747e3e9a465ff8d2e4881d080260f37c191ab8ccc234a9b97225eeae77c05
mistral12b,2wikimultihopqa,20701b460bde11eba7f7acde48001122,2,unc__perplexity__argmax__bt2,0,4,0.0,dfaf37ad488a4c7491357243c5dc3b9edbc7273b87ea107eeaf025266df67675,128,37e48b3c7bf3c49d175400307da1c91ebb9e05bfb33383c2164465d9c348ee55
mistral12b,2wikimultihopqa,210a08c0088511ebbd6dac1f6bf848b6,0,position_matched_random,0,8,0.0,d6fed8ad7f47369f2c10356035e519b9630c913bb67acc63990bc502ee7e3c03,259,922d9515f40da7be5c7ccbf47a2155ba98396f24861789525ab566cb24025ec0
mistral12b,2wikimultihopqa,210a08c0088511ebbd6dac1f6bf848b6,0,unc__perplexity__argmax__bt2,0,8,0.0,d6fed8ad7f47369f2c10356035e519b9630c913bb67acc63990bc502ee7e3c03,259,922d9515f40da7be5c7ccbf47a2155ba98396f24861789525ab566cb24025ec0
mistral12b,2wikimultihopqa,210a08c0088511ebbd6dac1f6bf848b6,1,position_matched_random,0,8,0.0,2d97ef12a523cab122f10ba689529894567da5021414c8b50968a9e822776b6c,259,922d9515f40da7be5c7ccbf47a2155ba98396f24861789525ab566cb24025ec0
mistral12b,2wikimultihopqa,210a08c0088511ebbd6dac1f6bf848b6,1,unc__perplexity__argmax__bt2,0,8,0.0,2d97ef12a523cab122f10ba689529894567da5021414c8b50968a9e822776b6c,259,922d9515f40da7be5c7ccbf47a2155ba98396f24861789525ab566cb24025ec0
mistral12b,2wikimultihopqa,210a08c0088511ebbd6dac1f6bf848b6,2,position_matched_random,3,8,0.42857142857142855,80df3567dd9daa869414673ac143d5d008c039148d7492fcb434bc5698082450,259,fa22f4bdd37d03f88ab4a764919cdeb69d259b7592df2bdc37df0deb3a72d4d3
mistral12b,2wikimultihopqa,210a08c0088511ebbd6dac1f6bf848b6,2,unc__perplexity__argmax__bt2,0,8,0.0,3d8e91313efb86dc39a47fd57622ce46d41ea7fdf066d885005c997e5dce5eaa,259,922d9515f40da7be5c7ccbf47a2155ba98396f24861789525ab566cb24025ec0
mistral12b,2wikimultihopqa,276adfd60bdd11eba7f7acde48001122,0,position_matched_random,1,4,0.3333333333333333,d75845d0cc644684b4530dff81e4683bf5a71eb5c9db852e416c1373690fa84f,140,d4488bf5f847676bc45bcb33cfd9251c21fa5ac4aced51f7a07348bde8607070
mistral12b,2wikimultihopqa,276adfd60bdd11eba7f7acde48001122,0,unc__perplexity__argmax__bt2,0,4,0.0,733f9472bc2c15415607d98f710b134dce0fd49e83bfab926ce4fdb4f59ff456,140,874e1d525764be15453e3aaffb477d36de4f8afe3625242e4caf02d304ec41d9
mistral12b,2wikimultihopqa,276adfd60bdd11eba7f7acde48001122,1,position_matched_random,0,4,0.0,8af9bdfce177789fb02ab5a2bebf595d293e04902c0bf8014f9366b676d90e6a,140,874e1d525764be15453e3aaffb477d36de4f8afe3625242e4caf02d304ec41d9
mistral12b,2wikimultihopqa,276adfd60bdd11eba7f7acde48001122,1,unc__perplexity__argmax__bt2,0,4,0.0,8af9bdfce177789fb02ab5a2bebf595d293e04902c0bf8014f9366b676d90e6a,140,874e1d525764be15453e3aaffb477d36de4f8afe3625242e4caf02d304ec41d9
mistral12b,2wikimultihopqa,276adfd60bdd11eba7f7acde48001122,2,position_matched_random,0,4,0.0,e6b23a70315a125700d12f781174a82ba890a6341ac341d4ee7b74459dd9a128,140,874e1d525764be15453e3aaffb477d36de4f8afe3625242e4caf02d304ec41d9
mistral12b,2wikimultihopqa,276adfd60bdd11eba7f7acde48001122,2,unc__perplexity__argmax__bt2,0,4,0.0,e6b23a70315a125700d12f781174a82ba890a6341ac341d4ee7b74459dd9a128,140,874e1d525764be15453e3aaffb477d36de4f8afe3625242e4caf02d304ec41d9
mistral12b,2wikimultihopqa,27e926ca0bb011ebab90acde48001122,0,position_matched_random,4,8,0.5714285714285714,75e3786c2d187d08532a3f74c769e87e862226d4dc2e64a23cdbea5732bf0d69,263,80dd751999f160ce7f6bf541fff22fa2dfddbcab24ac37bf03783c82082daa5a
mistral12b,2wikimultihopqa,27e926ca0bb011ebab90acde48001122,0,unc__perplexity__argmax__bt2,2,8,0.2857142857142857,cd77139be3a9dc533fb12e26f3ef3c5e4bf7b2e500c1bce9880ca3d0e5984d4e,263,17f74ed17b8431a51735ffea52f89e6321b9d420a95e9105b39e88f130b14a01
mistral12b,2wikimultihopqa,27e926ca0bb011ebab90acde48001122,1,position_matched_random,3,8,0.42857142857142855,7264ee69ffffdc51c99261ed716b7e7c91f9a44ca8546a641dec1e8b57dba947,263,771e9bc85f55d6065132c9fa2de671fc2fd311f1c6df8c24fd78c310aced9244
mistral12b,2wikimultihopqa,27e926ca0bb011ebab90acde48001122,1,unc__perplexity__argmax__bt2,2,8,0.2857142857142857,b15fad2a425365ab7980c199102738aff5eff8482afe3d26465551b83388dd0d,263,17f74ed17b8431a51735ffea52f89e6321b9d420a95e9105b39e88f130b14a01
mistral12b,2wikimultihopqa,27e926ca0bb011ebab90acde48001122,2,position_matched_random,1,8,0.14285714285714285,d7fc689e04f2bbe085c21f28d25bb5f1ada677917ebf126694bfd1d6d795fadb,263,69fb5b49c6e290d42c195f154561ef4e2ef13a062225d7dfad9ab472983abcaa
mistral12b,2wikimultihopqa,27e926ca0bb011ebab90acde48001122,2,unc__perplexity__argmax__bt2,2,8,0.2857142857142857,c8fb376bb04417920e13efd2af384418c4d6427b4bb9c9b19bb27962978607fd,263,17f74ed17b8431a51735ffea52f89e6321b9d420a95e9105b39e88f130b14a01
mistral12b,2wikimultihopqa,2836a1de0bdd11eba7f7acde48001122,0,position_matched_random,0,4,0.0,6dcb92d7c9392a490526bb96dda09983e6eb2aa6421d7dcb28e011b7f50927a5,125,de156010cea1d4d3fd679f107a531d9766ae6992eb6dcc89f724424bad55c5f9
mistral12b,2wikimultihopqa,2836a1de0bdd11eba7f7acde48001122,0,unc__perplexity__argmax__bt2,0,4,0.0,6dcb92d7c9392a490526bb96dda09983e6eb2aa6421d7dcb28e011b7f50927a5,125,de156010cea1d4d3fd679f107a531d9766ae6992eb6dcc89f724424bad55c5f9
mistral12b,2wikimultihopqa,2836a1de0bdd11eba7f7acde48001122,1,position_matched_random,1,4,0.3333333333333333,b4ecf0bb6c8ed2ab834bd43270a234a3ed88b0d0b0ded05070135ba19e7da3b3,125,b69bfcd5f7ae1ae426092c24fcae3b31f8bc6e2aed1b5cf49e9ceb10b0602979
mistral12b,2wikimultihopqa,2836a1de0bdd11eba7f7acde48001122,1,unc__perplexity__argmax__bt2,0,4,0.0,79f9b1f7f757182aeab55a55c6fb6581a2a9e0cf3e628f56d960179a539095e9,125,de156010cea1d4d3fd679f107a531d9766ae6992eb6dcc89f724424bad55c5f9
mistral12b,2wikimultihopqa,2836a1de0bdd11eba7f7acde48001122,2,position_matched_random,1,4,0.3333333333333333,0af2f127951c5e2bbbef9fde5bdada077dba9c7868daf7cc5338cfaa53f45050,125,b69bfcd5f7ae1ae426092c24fcae3b31f8bc6e2aed1b5cf49e9ceb10b0602979
mistral12b,2wikimultihopqa,2836a1de0bdd11eba7f7acde48001122,2,unc__perplexity__argmax__bt2,0,4,0.0,a193398f53fc9e7fd7972703c80b54875edd71bdf9bf9e0b577cfe2fe396c9ad,125,de156010cea1d4d3fd679f107a531d9766ae6992eb6dcc89f724424bad55c5f9
mistral12b,2wikimultihopqa,29970e8e0baf11ebab90acde48001122,0,position_matched_random,1,3,0.5,0ad64cdaeccc68dc8886b767b40aed6d36a49a7538d6724050e9174452a19758,113,9ed393c5858cd1227003371714e9bae4593aae7869a1b5e40f67475cafa84b44
mistral12b,2wikimultihopqa,29970e8e0baf11ebab90acde48001122,0,unc__perplexity__argmax__bt2,0,3,0.0,24acb7f4987ab3ec9a6d2a4b9e93738f905f83ba045327dd7ead8ab52fbf52f2,113,d5b4078d4ca60c83523affb8ecc7b0f2d4b9a20ad9270edbd51685572b910203
mistral12b,2wikimultihopqa,29970e8e0baf11ebab90acde48001122,1,position_matched_random,0,3,0.0,8ef4ed92e802a07918b234cabfdf37816f4393506a3f1d5425f1c84ef64c0265,113,d5b4078d4ca60c83523affb8ecc7b0f2d4b9a20ad9270edbd51685572b910203
mistral12b,2wikimultihopqa,29970e8e0baf11ebab90acde48001122,1,unc__perplexity__argmax__bt2,0,3,0.0,8ef4ed92e802a07918b234cabfdf37816f4393506a3f1d5425f1c84ef64c0265,113,d5b4078d4ca60c83523affb8ecc7b0f2d4b9a20ad9270edbd51685572b910203
mistral12b,2wikimultihopqa,29970e8e0baf11ebab90acde48001122,2,position_matched_random,0,3,0.0,37dd34fb54f65dee592341546203008031d90216210c2e624927518d9acc4372,113,d5b4078d4ca60c83523affb8ecc7b0f2d4b9a20ad9270edbd51685572b910203
mistral12b,2wikimultihopqa,29970e8e0baf11ebab90acde48001122,2,unc__perplexity__argmax__bt2,0,3,0.0,37dd34fb54f65dee592341546203008031d90216210c2e624927518d9acc4372,113,d5b4078d4ca60c83523affb8ecc7b0f2d4b9a20ad9270edbd51685572b910203
mistral12b,2wikimultihopqa,2bc9a05c0bde11eba7f7acde48001122,0,position_matched_random,1,3,0.5,9db7dfc7e5d9223343bc8a0f4efec8886d04e4828b0e41197d4518d88eea0e30,86,3394c285a87969a80b1c5771c76735209d264d8f5908c5caccfedbd00c225d58
mistral12b,2wikimultihopqa,2bc9a05c0bde11eba7f7acde48001122,0,unc__perplexity__argmax__bt2,0,3,0.0,98795c43cefffef4e41e5e341f5e7de7f9e86ef73ae26a221d73c25b081bca25,86,f34891095cab4df09411462ac09bc5c82855d768cc705f84294a7a831f936009
mistral12b,2wikimultihopqa,2bc9a05c0bde11eba7f7acde48001122,1,position_matched_random,0,3,0.0,4a2afee217b95dd193cce8afa8b0cd4efbd3f0c3dcc82fbf4a300123e7731410,86,f34891095cab4df09411462ac09bc5c82855d768cc705f84294a7a831f936009
